d,0,22.22222222222222
d,5,83.33333333333333
d,10,22.22222222222222
d,15,8.125
d,20,22.22222222222222
d,25,8.125
d,30,22.22222222222222
d,35,70.69899330024585
d,40,22.22222222222222
d,45,70.69899330024585
d,50,22.22222222222222
d,55,8.125
d,60,23.148086130253557
d,65,8.125
d,70,23.148086130253557
d,75,8.125
d,80,23.148086130253557
d,85,34.223748569720655
d,90,23.148086130253557
d,95,34.223748569720655
d,100,23.584789047452922
d,105,8.125
d,110,23.584789047452922
d,115,8.125
d,120,23.584789047452922
d,125,26.329819324589547
d,130,23.584789047452922
d,135,2.731465697851841
d,140,23.72477571574197
d,145,14.715629365608972
d,150,23.72477571574197
d,155,14.715629365608972
d,160,23.72477571574197
d,165,14.715629365608972
d,170,23.72477571574197
d,175,2.731465697851841
d,180,23.80952380952381
d,185,2.731465697851841
d,190,23.80952380952381
d,195,2.731465697851841
d,200,23.80952380952381
d,205,2.731465697851841
d,210,23.80952380952381
d,215,2.731465697851841
d,220,23.866340896283244
d,225,2.731465697851841
d,230,23.866340896283244
d,235,2.731465697851841
d,240,23.866340896283244
d,245,8.125
d,250,23.866340896283244
d,255,8.125
d,260,23.841956321146874
d,265,8.125
d,270,23.841956321146874
d,275,6.736336357875311
d,280,23.841956321146874
d,285,6.736336357875311
d,290,23.841956321146874
d,295,6.736336357875311
d,300,23.93772324105699
d,305,6.736336357875311
d,310,23.93772324105699
d,315,6.736336357875311
d,320,23.93772324105699
d,325,2.6637511587049523
d,330,23.93772324105699
d,335,2.6637511587049523
d,340,23.93772324105699
d,345,3.9347857802450155
d,350,24.0
d,355,4.590583410285851
d,360,24.0
d,365,4.590583410285851
d,370,24.0
d,375,4.590583410285851
d,380,24.0
d,385,4.590583410285851
d,390,24.0
d,395,4.590583410285851
d,400,24.0
d,405,4.590583410285851
d,410,24.0
d,415,3.9347857802450155
d,420,2.8392940234882107
d,425,2.6637511587049523
d,430,2.8392940234882107
d,440,2.8392940234882107
